date,attr,value,a,b,c,d
20140323,WDF5,280,,,W,
20140323,WSF2,72,,,W,
20140323,WSF5,89,,,W,
20140324,TMAX,-5,,,W,2400
20140324,TMIN,-82,,,W,2400
20140324,PRCP,20,,,W,2400
20140324,SNOW,30,,,W,
20140324,SNWD,50,,,W,
20140324,AWND,40,,,W,
20140324,WDF2,310,,,W,
20140324,WDF5,320,,,W,
20140324,WSF2,112,,,W,
20140324,WSF5,143,,,W,
20140324,WT01,1,,,W,
20140325,TMAX,-43,,,W,2400
20140325,TMIN,-121,,,W,2400
20140325,PRCP,0,T,,W,2400
20140325,SNOW,0,T,,W,
20140325,SNWD,50,,,W,
20140325,AWND,55,,,W,
20140325,WDF2,320,,,W,
20140325,WDF5,320,,,W,
20140325,WSF2,130,,,W,
20140325,WSF5,152,,,W,
20140326,TMAX,44,,,W,2400
20140326,TMIN,-105,,,W,2400
20140326,PRCP,0,,,W,2400
20140326,SNOW,0,,,W,
20140326,SNWD,50,,,W,
20140326,AWND,67,,,W,
20140326,WDF2,150,,,W,
20140326,WDF5,140,,,W,
20140326,WSF2,130,,,W,
20140326,WSF5,179,,,W,
20140327,TMAX,44,,,W,2400
20140327,TMIN,-5,,,W,2400
20140327,PRCP,112,,,W,2400
20140327,SNOW,3,,,W,
20140327,SNWD,0,T,,W,
20140327,AWND,50,,,W,
20140327,WDF2,360,,,W,
20140327,WDF5,360,,,W,
20140327,WSF2,103,,,W,
20140327,WSF5,143,,,W,
20140327,WT01,1,,,W,
20140328,TMAX,33,,,W,2400
20140328,TMIN,-27,,,W,2400
20140328,PRCP,0,,,W,2400
20140328,SNOW,0,,,W,
20140328,SNWD,0,T,,W,
20140328,AWND,38,,,W,
20140328,WDF2,340,,,W,
20140328,WDF5,350,,,W,
20140328,WSF2,94,,,W,
20140328,WSF5,134,,,W,
20140328,WT01,1,,,W,
20140329,TMAX,61,,,W,2400
20140329,TMIN,-55,,,W,2400
20140329,PRCP,0,,,W,2400
20140329,SNOW,0,,,W,
20140329,SNWD,0,T,,W,
20140329,AWND,27,,,W,
20140329,WDF2,140,,,W,
20140329,WDF5,140,,,W,
20140329,WSF2,72,,,W,
20140329,WSF5,89,,,W,
20140330,TMAX,156,,,W,2400
20140330,TMIN,22,,,W,2400
20140330,PRCP,0,,,W,2400
20140330,SNOW,0,,,W,
20140330,SNWD,0,,,W,
20140330,AWND,55,,,W,
20140330,WDF2,150,,,W,
20140330,WDF5,160,,,W,
20140330,WSF2,98,,,W,
20140330,WSF5,125,,,W,
20140330,WT08,1,,,W,
20140331,TMAX,144,,,W,2400
20140331,TMIN,-16,,,W,2400
20140331,PRCP,3,,,W,2400
20140331,SNOW,0,,,W,
20140331,SNWD,0,,,W,
20140331,AWND,60,,,W,
20140331,WDF2,110,,,W,
20140331,WDF5,200,,,W,
20140331,WSF2,107,,,W,
20140331,WSF5,143,,,W,
20140401,TMAX,28,,,W,2400
20140401,TMIN,-66,,,W,2400
20140401,PRCP,5,,,W,2400
20140401,SNOW,5,,,W,
20140401,SNWD,0,,,W,
20140401,AWND,67,,,W,
20140401,WDF2,300,,,W,
20140401,WDF5,310,,,W,
20140401,WSF2,125,,,W,
20140401,WSF5,174,,,W,
20140402,TMAX,61,,,W,2400
20140402,TMIN,-60,,,W,2400
20140402,PRCP,0,,,W,2400
20140402,SNOW,0,,,W,
20140402,SNWD,0,,,W,
20140402,AWND,39,,,W,
20140402,WDF2,60,,,W,
20140402,WDF5,50,,,W,
20140402,WSF2,72,,,W,
20140402,WSF5,112,,,W,
20140403,TMAX,44,,,W,2400
20140403,TMIN,-27,,,W,2400
20140403,PRCP,173,,,W,2400
20140403,SNOW,127,,,W,
20140403,SNWD,0,,,W,
20140403,AWND,60,,,W,
20140403,WDF2,60,,,W,
20140403,WDF5,70,,,W,
20140403,WSF2,103,,,W,
20140403,WSF5,130,,,W,
20140404,TMAX,44,,,W,2400
20140404,TMIN,-38,,,W,2400
20140404,PRCP,28,,,W,2400
20140404,SNOW,38,,,W,
20140404,SNWD,150,,,W,
20140404,AWND,65,,,W,
20140404,WDF2,310,,,W,
20140404,WDF5,320,,,W,
20140404,WSF2,112,,,W,
20140404,WSF5,152,,,W,
20140404,WT01,1,,,W,
20140405,TMAX,100,,,W,2400
20140405,TMIN,-43,,,W,2400
20140405,PRCP,0,,,W,2400
20140405,SNOW,0,,,W,
20140405,SNWD,100,,,W,
20140405,AWND,36,,,W,
20140405,WDF2,180,,,W,
20140405,WDF5,200,,,W,
20140405,WSF2,72,,,W,
20140405,WSF5,89,,,W,
20140405,WT01,1,,,W,
20140406,TMAX,167,,,W,2400
20140406,TMIN,44,,,W,2400
20140406,PRCP,0,,,W,2400
20140406,SNOW,0,,,W,
20140406,SNWD,0,T,,W,
20140406,AWND,37,,,W,
20140406,WDF2,220,,,W,
20140406,WDF5,200,,,W,
20140406,WSF2,72,,,W,
20140406,WSF5,98,,,W,
20140407,TMAX,156,,,W,2400
20140407,TMIN,33,,,W,2400
20140407,PRCP,0,,,W,2400
20140407,SNOW,0,,,W,
20140407,SNWD,0,,,W,
20140407,AWND,38,,,W,
20140407,WDF2,330,,,W,
20140407,WDF5,320,,,W,
20140407,WSF2,103,,,W,
20140407,WSF5,134,,,W,
20140407,WT01,1,,,W,
20140408,TMAX,122,,,W,2400
20140408,TMIN,11,,,W,2400
20140408,PRCP,0,,,W,2400
20140408,SNOW,0,,,W,
20140408,SNWD,0,,,W,
20140408,AWND,48,,,W,
20140408,WDF2,320,,,W,
20140408,WDF5,340,,,W,
20140408,WSF2,98,,,W,
20140408,WSF5,125,,,W,
20140409,TMAX,217,,,W,2400
20140409,TMIN,17,,,W,2400
20140409,PRCP,0,,,W,2400
20140409,SNOW,0,,,W,
20140409,SNWD,0,,,W,
20140409,AWND,52,,,W,
20140409,WDF2,230,,,W,
20140409,WDF5,200,,,W,
20140409,WSF2,103,,,W,
20140409,WSF5,148,,,W,
20140409,WT08,1,,,W,
20140410,TMAX,167,,,W,2400
20140410,TMIN,72,,,W,2400
20140410,PRCP,0,T,,W,2400
20140410,SNOW,0,,,W,
20140410,SNWD,0,,,W,
20140410,AWND,62,,,W,
20140410,WDF2,290,,,W,
20140410,WDF5,290,,,W,
20140410,WSF2,130,,,W,
20140410,WSF5,170,,,W,
20140410,WT08,1,,,W,
20140411,TMAX,172,,,W,2400
20140411,TMIN,61,,,W,2400
20140411,PRCP,0,T,,W,2400
20140411,SNOW,0,,,W,
20140411,SNWD,0,,,W,
20140411,AWND,28,,,W,
20140411,WDF2,290,,,W,
20140411,WDF5,290,,,W,
20140411,WSF2,76,,,W,
20140411,WSF5,98,,,W,
20140411,WT08,1,,,W,
20140412,TMAX,128,,,W,2400
20140412,TMIN,67,,,W,2400
20140412,PRCP,36,,,W,2400
20140412,SNOW,0,,,W,
20140412,SNWD,0,,,W,
20140412,AWND,54,,,W,
20140412,WDF2,70,,,W,
20140412,WDF5,70,,,W,
20140412,WSF2,103,,,W,
20140412,WSF5,130,,,W,
20140413,TMAX,67,,,W,2400
20140413,TMIN,0,,,W,2400
20140413,PRCP,0,,,W,2400
20140413,SNOW,0,,,W,
20140413,SNWD,0,,,W,
20140413,AWND,69,,,W,
20140413,WDF2,350,,,W,
20140413,WDF5,350,,,W,
20140413,WSF2,125,,,W,
20140413,WSF5,157,,,W,
20140414,TMAX,33,,,W,2400
20140414,TMIN,-43,,,W,2400
20140414,PRCP,0,,,W,2400
20140414,SNOW,0,,,W,
20140414,SNWD,0,,,W,
20140414,AWND,77,,,W,
20140414,WDF2,340,,,W,
20140414,WDF5,330,,,W,
20140414,WSF2,125,,,W,
20140414,WSF5,170,,,W,
20140414,WT08,1,,,W,
20140415,TMAX,22,,,W,2400
20140415,TMIN,-77,,,W,2400
20140415,PRCP,0,,,W,2400
20140415,SNOW,0,,,W,
20140415,SNWD,0,,,W,
20140415,AWND,34,,,W,
20140415,WDF2,110,,,W,
20140415,WDF5,320,,,W,
20140415,WSF2,76,,,W,
20140415,WSF5,85,,,W,
20140416,TMAX,28,,,W,2400
20140416,TMIN,-21,,,W,2400
20140416,PRCP,173,,,W,2400
20140416,SNOW,8,,,W,
20140416,SNWD,0,,,W,
20140416,AWND,76,,,W,
20140416,WDF2,110,,,W,
20140416,WDF5,100,,,W,
20140416,WSF2,112,,,W,
20140416,WSF5,143,,,W,
20140417,TMAX,56,,,W,2400
20140417,TMIN,-21,,,W,2400
20140417,PRCP,0,T,,W,2400
20140417,SNOW,0,T,,W,
20140417,SNWD,0,T,,W,
20140417,AWND,41,,,W,
20140417,WDF2,350,,,W,
20140417,WDF5,350,,,W,
20140417,WSF2,94,,,W,
20140417,WSF5,121,,,W,
20140418,TMAX,111,,,W,2400
20140418,TMIN,-32,,,W,2400
20140418,PRCP,0,,,W,2400
20140418,SNOW,0,,,W,
20140418,SNWD,0,,,W,
20140418,AWND,41,,,W,
20140418,WDF2,120,,,W,
20140418,WDF5,120,,,W,
20140418,WSF2,98,,,W,
20140418,WSF5,112,,,W,
20140419,TMAX,194,,,W,2400
20140419,TMIN,56,,,W,2400
20140419,PRCP,28,,,W,2400
20140419,SNOW,0,,,W,
20140419,SNWD,0,,,W,
20140419,AWND,72,,,W,
20140419,WDF2,140,,,W,
20140419,WDF5,140,,,W,
20140419,WSF2,112,,,W,
20140419,WSF5,165,,,W,
20140419,WT01,1,,,W,
20140420,TMAX,233,,,W,2400
20140420,TMIN,72,,,W,2400
20140420,PRCP,25,,,W,2400
20140420,SNOW,0,,,W,
20140420,SNWD,0,,,W,
20140420,AWND,19,,,W,
20140420,WDF2,340,,,W,
20140420,WDF5,140,,,W,
20140420,WSF2,58,,,W,
20140420,WSF5,67,,,W,
20140421,TMAX,200,,,W,2400
20140421,TMIN,67,,,W,2400
20140421,PRCP,51,,,W,2400
20140421,SNOW,0,,,W,
20140421,SNWD,0,,,W,
20140421,AWND,65,,,W,
20140421,WDF2,310,,,W,
20140421,WDF5,290,,,W,
20140421,WSF2,125,,,W,
20140421,WSF5,165,,,W,
20140421,WT01,1,,,W,
20140422,TMAX,150,,,W,2400
20140422,TMIN,33,,,W,2400
20140422,PRCP,0,,,W,2400
20140422,SNOW,0,,,W,
20140422,SNWD,0,,,W,
20140422,AWND,43,,,W,
20140422,WDF2,350,,,W,
20140422,WDF5,20,,,W,
20140422,WSF2,94,,,W,
20140422,WSF5,148,,,W,
20140423,TMAX,83,,,W,2400
20140423,TMIN,44,,,W,2400
20140423,PRCP,66,,,W,2400
20140423,SNOW,0,,,W,
20140423,SNWD,0,,,W,
20140423,AWND,63,,,W,
20140423,WDF2,100,,,W,
20140423,WDF5,90,,,W,
20140423,WSF2,103,,,W,
20140423,WSF5,134,,,W,
20140423,WT01,1,,,W,
20140424,TMAX,72,,,W,2400
20140424,TMIN,33,,,W,2400
20140424,PRCP,213,,,W,2400
20140424,SNOW,0,,,W,
20140424,SNWD,0,,,W,
20140424,AWND,45,,,W,
20140424,WDF2,120,,,W,
20140424,WDF5,110,,,W,
20140424,WSF2,107,,,W,
20140424,WSF5,130,,,W,
20140425,TMAX,178,,,W,2400
20140425,TMIN,22,,,W,2400
20140425,PRCP,0,,,W,2400
20140425,SNOW,0,,,W,
20140425,SNWD,0,,,W,
20140425,AWND,41,,,W,
20140425,WDF2,280,,,W,
20140425,WDF5,270,,,W,
20140425,WSF2,107,,,W,
20140425,WSF5,134,,,W,
20140425,WT01,1,,,W,
20140426,TMAX,128,,,W,2400
20140426,TMIN,28,,,W,2400
20140426,PRCP,10,,,W,2400
20140426,SNOW,0,,,W,
20140426,SNWD,0,,,W,
20140426,AWND,69,,,W,
20140426,WDF2,100,,,W,
20140426,WDF5,100,,,W,
20140426,WSF2,130,,,W,
20140426,WSF5,174,,,W,
20140427,TMAX,72,,,W,2400
20140427,TMIN,33,,,W,2400
20140427,PRCP,447,,,W,2400
20140427,SNOW,0,,,W,
20140427,SNWD,0,,,W,
20140427,AWND,95,,,W,
20140427,WDF2,80,,,W,
20140427,WDF5,80,,,W,
20140427,WSF2,170,,,W,
20140427,WSF5,201,,,W,
20140428,TMAX,72,,,W,2400
20140428,TMIN,50,,,W,2400
20140428,PRCP,178,,,W,2400
20140428,SNOW,0,,,W,
20140428,SNWD,0,,,W,
20140428,AWND,89,,,W,
20140428,WDF2,80,,,W,
20140428,WDF5,70,,,W,
20140428,WSF2,134,,,W,
20140428,WSF5,183,,,W,
20140428,WT01,1,,,W,
20140429,TMAX,56,,,W,2400
20140429,TMIN,11,,,W,2400
20140429,PRCP,152,,,W,2400
20140429,SNOW,0,T,,W,
20140429,SNWD,0,,,W,
20140429,AWND,75,,,W,
20140429,WDF2,20,,,W,
20140429,WDF5,10,,,W,
20140429,WSF2,112,,,W,
20140429,WSF5,161,,,W,
20140429,WT01,1,,,W,
20140430,TMAX,78,,,W,2400
20140430,TMIN,17,,,W,2400
20140430,PRCP,8,,,W,2400
20140430,SNOW,0,,,W,
20140430,SNWD,0,,,W,
20140430,AWND,56,,,W,
20140430,WDF2,350,,,W,
20140430,WDF5,360,,,W,
20140430,WSF2,89,,,W,
20140430,WSF5,116,,,W,
20140430,WT01,1,,,W,
20140501,TMAX,94,,,W,2400
20140501,TMIN,28,,,W,2400
20140501,PRCP,10,,,W,2400
20140501,SNOW,0,,,W,
20140501,SNWD,0,,,W,
20140501,AWND,52,,,W,
20140501,WDF2,320,,,W,
20140501,WDF5,340,,,W,
20140501,WSF2,89,,,W,
20140501,WSF5,121,,,W,
20140501,WT01,1,,,W,
20140502,TMAX,150,,,W,2400
20140502,TMIN,56,,,W,2400
20140502,PRCP,0,T,,W,2400
20140502,SNOW,0,,,W,
20140502,SNWD,0,,,W,
20140502,AWND,43,,,W,
20140502,WDF2,220,,,W,
20140502,WDF5,220,,,W,
20140502,WSF2,81,,,W,
20140502,WSF5,116,,,W,
20140503,TMAX,150,,,W,2400
20140503,TMIN,61,,,W,2400
20140503,PRCP,0,,,W,2400
20140503,SNOW,0,,,W,
20140503,SNWD,0,,,W,
20140503,AWND,57,,,W,
20140503,WDF2,280,,,W,
20140503,WDF5,280,,,W,
20140503,WSF2,116,,,W,
20140503,WSF5,157,,,W,
20140503,WT08,1,,,W,
20140504,TMAX,139,,,W,2400
20140504,TMIN,22,,,W,2400
20140504,PRCP,0,,,W,2400
20140504,SNOW,0,,,W,
20140504,SNWD,0,,,W,
20140504,AWND,35,,,W,
20140504,WDF2,360,,,W,
20140504,WDF5,350,,,W,
20140504,WSF2,81,,,W,
20140504,WSF5,98,,,W,
20140504,WT08,1,,,W,
20140505,TMAX,178,,,W,2400
20140505,TMIN,100,,,W,2400
20140505,PRCP,0,,,W,2400
20140505,SNOW,0,,,W,
20140505,SNWD,0,,,W,
20140505,AWND,36,,,W,
20140505,WDF2,140,,,W,
20140505,WDF5,140,,,W,
20140505,WSF2,76,,,W,
20140505,WSF5,94,,,W,
20140506,TMAX,183,,,W,2400
20140506,TMIN,83,,,W,2400
20140506,PRCP,0,,,W,2400
20140506,SNOW,0,,,W,
20140506,SNWD,0,,,W,
20140506,AWND,69,,,W,
20140506,WDF2,120,,,W,
20140506,WDF5,110,,,W,
20140506,WSF2,112,,,W,
20140506,WSF5,148,,,W,
20140507,TMAX,183,,,W,2400
20140507,TMIN,106,,,W,2400
20140507,PRCP,10,,,W,2400
20140507,SNOW,0,,,W,
20140507,SNWD,0,,,W,
20140507,AWND,70,,,W,
20140507,WDF2,70,,,W,
20140507,WDF5,70,,,W,
20140507,WSF2,112,,,W,
20140507,WSF5,143,,,W,
20140508,TMAX,206,,,W,2400
20140508,TMIN,106,,,W,2400
20140508,PRCP,150,,,W,2400
20140508,SNOW,0,,,W,
20140508,SNWD,0,,,W,
20140508,AWND,41,,,W,
20140508,WDF2,320,,,W,
20140508,WDF5,290,,,W,
20140508,WSF2,143,,,W,
20140508,WSF5,170,,,W,
20140509,TMAX,156,,,W,2400
20140509,TMIN,78,,,W,2400
20140509,PRCP,0,,,W,2400
20140509,SNOW,0,,,W,
20140509,SNWD,0,,,W,
20140509,AWND,68,,,W,
20140509,WDF2,260,,,W,
20140509,WDF5,290,,,W,
20140509,WSF2,116,,,W,
20140509,WSF5,157,,,W,
20140509,WT01,1,,,W,
20140510,TMAX,211,,,W,2400
20140510,TMIN,50,,,W,2400
20140510,PRCP,15,,,W,2400
20140510,SNOW,0,,,W,
20140510,SNWD,0,,,W,
20140510,AWND,37,,,W,
20140510,WDF2,170,,,W,
20140510,WDF5,130,,,W,
20140510,WSF2,98,,,W,
20140510,WSF5,121,,,W,
20140511,TMAX,200,,,W,2400
20140511,TMIN,89,,,W,2400
20140511,PRCP,160,,,W,2400
20140511,SNOW,0,,,W,
20140511,SNWD,0,,,W,
20140511,AWND,26,,,W,
20140511,WDF2,100,,,W,
20140511,WDF5,80,,,W,
20140511,WSF2,76,,,W,
20140511,WSF5,107,,,W,
20140512,TMAX,172,,,W,2400
20140512,TMIN,94,,,W,2400
20140512,PRCP,69,,,W,2400
20140512,SNOW,0,,,W,
20140512,SNWD,0,,,W,
20140512,AWND,34,,,W,
20140512,WDF2,280,,,W,
20140512,WDF5,280,,,W,
20140512,WSF2,76,,,W,
20140512,WSF5,103,,,W,
20140513,TMAX,117,,,W,2400
20140513,TMIN,61,,,W,2400
20140513,PRCP,0,,,W,2400
20140513,SNOW,0,,,W,
20140513,SNWD,0,,,W,
20140513,AWND,58,,,W,
20140513,WDF2,300,,,W,
20140513,WDF5,290,,,W,
20140513,WSF2,94,,,W,
20140513,WSF5,121,,,W,
20140514,TMAX,150,,,W,2400
20140514,TMIN,33,,,W,2400
20140514,PRCP,0,,,W,2400
20140514,SNOW,0,,,W,
20140514,SNWD,0,,,W,
20140514,AWND,38,,,W,
20140514,WDF2,10,,,W,
20140514,WDF5,10,,,W,
20140514,WSF2,98,,,W,
20140514,WSF5,121,,,W,
20140515,TMAX,94,,,W,2400
20140515,TMIN,44,,,W,2400
20140515,PRCP,0,,,W,2400
20140515,SNOW,0,,,W,
20140515,SNWD,0,,,W,
20140515,AWND,55,,,W,
20140515,WDF2,10,,,W,
20140515,WDF5,10,,,W,
20140515,WSF2,89,,,W,
20140515,WSF5,116,,,W,
20140516,TMAX,122,,,W,2400
20140516,TMIN,44,,,W,2400
20140516,PRCP,0,,,W,2400
20140516,SNOW,0,,,W,
20140516,SNWD,0,,,W,
20140516,AWND,29,,,W,
20140516,WDF2,310,,,W,
20140516,WDF5,310,,,W,
20140516,WSF2,76,,,W,
20140516,WSF5,94,,,W,
20140517,TMAX,189,,,W,2400
20140517,TMIN,50,,,W,2400
20140517,PRCP,0,,,W,2400
20140517,SNOW,0,,,W,
20140517,SNWD,0,,,W,
20140517,AWND,31,,,W,
20140517,WDF2,290,,,W,
20140517,WDF5,260,,,W,
20140517,WSF2,81,,,W,
20140517,WSF5,116,,,W,
20140518,TMAX,222,,,W,2400
20140518,TMIN,94,,,W,2400
20140518,PRCP,0,,,W,2400
20140518,SNOW,0,,,W,
20140518,SNWD,0,,,W,
20140518,AWND,46,,,W,
20140518,WDF2,170,,,W,
20140518,WDF5,180,,,W,
20140518,WSF2,98,,,W,
20140518,WSF5,130,,,W,
20140519,TMAX,156,,,W,2400
20140519,TMIN,106,,,W,2400
20140519,PRCP,572,,,W,2400
20140519,SNOW,0,,,W,
20140519,SNWD,0,,,W,
20140519,AWND,67,,,W,
20140519,WDF2,120,,,W,
20140519,WDF5,130,,,W,
20140519,WSF2,112,,,W,
20140519,WSF5,143,,,W,
20140520,TMAX,256,,,W,2400
20140520,TMIN,100,,,W,2400
20140520,PRCP,0,,,W,2400
20140520,SNOW,0,,,W,
20140520,SNWD,0,,,W,
20140520,AWND,16,,,W,
20140520,WDF2,220,,,W,
20140520,WDF5,30,,,W,
20140520,WSF2,45,,,W,
20140520,WSF5,63,,,W,
20140521,TMAX,189,,,W,2400
20140521,TMIN,106,,,W,2400
20140521,PRCP,0,,,W,2400
20140521,SNOW,0,,,W,
20140521,SNWD,0,,,W,
20140521,AWND,49,,,W,
20140521,WDF2,310,,,W,
20140521,WDF5,320,,,W,
20140521,WSF2,94,,,W,
20140521,WSF5,116,,,W,
20140522,TMAX,217,,,W,2400
20140522,TMIN,83,,,W,2400
20140522,PRCP,0,,,W,2400
20140522,SNOW,0,,,W,
20140522,SNWD,0,,,W,
20140522,AWND,25,,,W,
20140522,WDF2,310,,,W,
20140522,WDF5,30,,,W,
20140522,WSF2,67,,,W,
20140522,WSF5,103,,,W,
20140523,TMAX,239,,,W,2400
20140523,TMIN,100,,,W,2400
20140523,PRCP,0,,,W,2400
20140523,SNOW,0,,,W,
20140523,SNWD,0,,,W,
20140523,AWND,16,,,W,
20140523,WDF2,150,,,W,
20140523,WDF5,160,,,W,
20140523,WSF2,54,,,W,
20140523,WSF5,67,,,W,
20140524,TMAX,267,,,W,2400
20140524,TMIN,144,,,W,2400
20140524,PRCP,0,,,W,2400
20140524,SNOW,0,,,W,
20140524,SNWD,0,,,W,
20140524,AWND,36,,,W,
20140524,WDF2,160,,,W,
20140524,WDF5,180,,,W,
20140524,WSF2,63,,,W,
20140524,WSF5,85,,,W,
20140525,TMAX,261,,,W,2400
20140525,TMIN,133,,,W,2400
20140525,PRCP,0,,,W,2400
20140525,SNOW,0,,,W,
20140525,SNWD,0,,,W,
20140525,AWND,38,,,W,
20140525,WDF2,170,,,W,
20140525,WDF5,160,,,W,
20140525,WSF2,76,,,W,
20140525,WSF5,98,,,W,
20140526,TMAX,278,,,W,2400
20140526,TMIN,189,,,W,2400
20140526,PRCP,3,,,W,2400
20140526,SNOW,0,,,W,
20140526,SNWD,0,,,W,
20140526,AWND,30,,,W,
20140526,WDF2,280,,,W,
20140526,WDF5,280,,,W,
20140526,WSF2,94,,,W,
20140526,WSF5,112,,,W,
20140527,TMAX,228,,,W,2400
20140527,TMIN,161,,,W,2400
20140527,PRCP,3,,,W,2400
20140527,SNOW,0,,,W,
20140527,SNWD,0,,,W,
20140527,AWND,40,,,W,
20140527,WDF2,40,,,W,
20140527,WDF5,20,,,W,
20140527,WSF2,94,,,W,
20140527,WSF5,121,,,W,
20140528,TMAX,272,,,W,2400
20140528,TMIN,144,,,W,2400
20140528,PRCP,0,,,W,2400
20140528,SNOW,0,,,W,
20140528,SNWD,0,,,W,
20140528,AWND,23,,,W,
20140528,WDF2,80,,,W,
20140528,WDF5,40,,,W,
20140528,WSF2,63,,,W,
20140528,WSF5,85,,,W,
20140529,TMAX,289,,,W,2400
20140529,TMIN,139,,,W,2400
20140529,PRCP,0,,,W,2400
20140529,SNOW,0,,,W,
20140529,SNWD,0,,,W,
20140529,AWND,30,,,W,
20140529,WDF2,150,,,W,
20140529,WDF5,120,,,W,
20140529,WSF2,67,,,W,
20140529,WSF5,103,,,W,
20140530,TMAX,306,,,W,2400
20140530,TMIN,178,,,W,2400
20140530,PRCP,0,,,W,2400
20140530,SNOW,0,,,W,
20140530,SNWD,0,,,W,
20140530,AWND,44,,,W,
20140530,WDF2,110,,,W,
20140530,WDF5,130,,,W,
20140530,WSF2,94,,,W,
20140530,WSF5,116,,,W,
20140531,TMAX,300,,,W,2400
20140531,TMIN,200,,,W,2400
20140531,PRCP,165,,,W,2400
20140531,SNOW,0,,,W,
20140531,SNWD,0,,,W,
20140531,AWND,40,,,W,
20140531,WDF2,170,,,W,
20140531,WDF5,180,,,W,
20140531,WSF2,116,,,W,
20140531,WSF5,152,,,W,
20140601,TMAX,222,,,W,2400
20140601,TMIN,183,,,W,2400
20140601,PRCP,602,,,W,2400
20140601,SNOW,0,,,W,
20140601,SNWD,0,,,W,
20140601,AWND,32,,,W,
20140601,WDF2,280,,,W,
20140601,WDF5,200,,,W,
20140601,WSF2,67,,,W,
20140601,WSF5,89,,,W,
20140602,TMAX,267,,,W,2400
20140602,TMIN,156,,,W,2400
20140602,PRCP,5,,,W,2400
20140602,SNOW,0,,,W,
20140602,SNWD,0,,,W,
20140602,AWND,67,,,W,
20140602,WDF2,260,,,W,
20140602,WDF5,280,,,W,
20140602,WSF2,134,,,W,
20140602,WSF5,183,,,W,
20140602,WT01,1,,,W,
20140603,TMAX,239,,,W,2400
20140603,TMIN,133,,,W,2400
20140603,PRCP,0,,,W,2400
20140603,SNOW,0,,,W,
20140603,SNWD,0,,,W,
20140603,AWND,34,,,W,
20140603,WDF2,300,,,W,
20140603,WDF5,270,,,W,
20140603,WSF2,76,,,W,
20140603,WSF5,107,,,W,
20140603,WT08,1,,,W,
20140604,TMAX,272,,,W,2400
20140604,TMIN,161,,,W,2400
20140604,PRCP,0,,,W,2400
20140604,SNOW,0,,,W,
20140604,SNWD,0,,,W,
20140604,AWND,25,,,W,
20140604,WDF2,110,,,W,
20140604,WDF5,50,,,W,
20140604,WSF2,54,,,W,
20140604,WSF5,81,,,W,
20140605,TMAX,256,,,W,2400
20140605,TMIN,172,,,W,2400
20140605,PRCP,8,,,W,2400
20140605,SNOW,0,,,W,
20140605,SNWD,0,,,W,
20140605,AWND,42,,,W,
20140605,WDF2,220,,,W,
20140605,WDF5,170,,,W,
20140605,WSF2,94,,,W,
20140605,WSF5,130,,,W,
20140606,TMAX,289,,,W,2400
20140606,TMIN,150,,,W,2400
20140606,PRCP,0,T,,W,2400
20140606,SNOW,0,,,W,
20140606,SNWD,0,,,W,
20140606,AWND,23,,,W,
20140606,WDF2,310,,,W,
20140606,WDF5,10,,,W,
20140606,WSF2,63,,,W,
20140606,WSF5,107,,,W,
20140606,WT01,1,,,W,
20140607,TMAX,194,,,W,2400
20140607,TMIN,106,,,W,2400
20140607,PRCP,226,,,W,2400
20140607,SNOW,0,,,W,
20140607,SNWD,0,,,W,
20140607,AWND,38,,,W,
20140607,WDF2,360,,,W,
20140607,WDF5,360,,,W,
20140607,WSF2,116,,,W,
20140607,WSF5,152,,,W,
20140608,TMAX,217,,,W,2400
20140608,TMIN,94,,,W,2400
20140608,PRCP,0,,,W,2400
20140608,SNOW,0,,,W,
20140608,SNWD,0,,,W,
20140608,AWND,17,,,W,
20140608,WDF2,100,,,W,
20140608,WDF5,70,,,W,
20140608,WSF2,58,,,W,
20140608,WSF5,89,,,W,
20140609,TMAX,211,,,W,2400
20140609,TMIN,150,,,W,2400
20140609,PRCP,0,T,,W,2400
20140609,SNOW,0,,,W,
20140609,SNWD,0,,,W,
20140609,AWND,21,,,W,
20140609,WDF2,350,,,W,
20140609,WDF5,10,,,W,
20140609,WSF2,58,,,W,
20140609,WSF5,94,,,W,
20140609,WT08,1,,,W,
20140610,TMAX,250,,,W,2400
20140610,TMIN,128,,,W,2400
20140610,PRCP,0,,,W,2400
20140610,SNOW,0,,,W,
20140610,SNWD,0,,,W,
20140610,AWND,31,,,W,
20140610,WDF2,110,,,W,
20140610,WDF5,110,,,W,
20140610,WSF2,76,,,W,
20140610,WSF5,103,,,W,
20140611,TMAX,272,,,W,2400
20140611,TMIN,161,,,W,2400
20140611,PRCP,46,,,W,2400
20140611,SNOW,0,,,W,
20140611,SNWD,0,,,W,
20140611,AWND,30,,,W,
20140611,WDF2,280,,,W,
20140611,WDF5,280,,,W,
20140611,WSF2,112,,,W,
20140611,WSF5,139,,,W,
20140611,WT01,1,,,W,
20140612,TMAX,189,,,W,2400
20140612,TMIN,122,,,W,2400
20140612,PRCP,0,,,W,2400
20140612,SNOW,0,,,W,
20140612,SNWD,0,,,W,
20140612,AWND,66,,,W,
20140612,WDF2,280,,,W,
20140612,WDF5,310,,,W,
20140612,WSF2,112,,,W,
20140612,WSF5,165,,,W,
20140612,WT01,1,,,W,
20140613,TMAX,244,,,W,2400
20140613,TMIN,106,,,W,2400
20140613,PRCP,0,,,W,2400
20140613,SNOW,0,,,W,
20140613,SNWD,0,,,W,
20140613,AWND,26,,,W,
20140613,WDF2,130,,,W,
